L,rate
2.5,1447884.8799313507
2.51,1447206.5404298252
2.52,1446528.5140453887
2.53,1445850.800633878
2.54,1445173.4000512012
2.55,1444496.3121533291
2.56,1443819.5367963028
2.57,1443143.0738362258
2.58,1442466.9231292687
2.59,1441791.084531671
2.6,1441115.5578997354
2.61,1440440.343089831
2.62,1439765.439958396
2.63,1439090.84836193
2.64,1438416.5681570028
2.65,1437742.5992002485
2.66,1437068.9413483662
2.67,1436395.5944581237
2.68,1435722.558386351
2.69,1435049.8329899486
2.7,1434377.4181258783
2.71,1433705.3136511717
2.72,1433033.5194229232
2.73,1432362.035298296
2.74,1431690.8611345151
2.75,1431019.9967888743
2.76,1430349.4421187337
2.77,1429679.1969815136
2.78,1429009.2612347086
2.79,1428339.6347358723
2.8,1427670.3173426255
2.81,1427001.308912655
2.82,1426332.609303713
2.83,1425664.2183736186
2.84,1424996.1359802529
2.85,1424328.3619815663
2.86,1423660.8962355722
2.87,1422993.73860035
2.88,1422326.888934043
2.89,1421660.347094864
2.9,1420994.1129410872
2.91,1420328.1863310523
2.92,1419662.567123166
2.93,1418997.2551758997
2.94,1418332.250347788
2.95,1417667.5524974337
2.96,1417003.161483504
2.97,1416339.077164728
2.98,1415675.2993999035
2.99,1415011.8280478918
3.0,1414348.6629676202
3.01,1413685.8040180798
3.02,1413023.251058327
3.03,1412361.0039474817
3.04,1411699.0625447326
3.05,1411037.426709328
3.06,1410376.096300586
3.07,1409715.0711778863
3.08,1409054.3512006742
3.09,1408393.9362284595
3.1,1407733.8261208164
3.11,1407074.0207373863
3.12,1406414.519937872
3.13,1405755.3235820415
3.14,1405096.431529729
3.15,1404437.8436408306
3.16,1403779.5597753096
3.17,1403121.5797931943
3.18,1402463.9035545727
3.19,1401806.5309196026
3.2,1401149.4617485031
3.21,1400492.6959015585
3.22,1399836.2332391175
3.23,1399180.0736215936
3.24,1398524.2169094626
3.25,1397868.6629632667
3.26,1397213.4116436122
3.27,1396558.4628111683
3.28,1395903.816326669
3.29,1395249.472050912
3.3,1394595.4298447606
3.31,1393941.6895691399
3.32,1393288.25108504
3.33,1392635.1142535165
3.34,1391982.2789356862
3.35,1391329.7449927323
3.36,1390677.5122859012
3.37,1390025.5806765014
3.38,1389373.950025908
3.39,1388722.6201955576
3.4,1388071.591046954
3.41,1387420.862441659
3.42,1386770.4342413053
3.43,1386120.3063075822
3.44,1385470.4785022482
3.45,1384820.9506871237
3.46,1384171.722724091
3.47,1383522.7944750963
3.48,1382874.1658021524
3.49,1382225.8365673341
3.5,1381577.806632777
3.51,1380930.0758606847
3.52,1380282.64411332
3.53,1379635.5112530128
3.54,1378988.6771421526
3.55,1378342.1416431963
3.56,1377695.904618661
3.57,1377049.9659311282
3.58,1376404.3254432448
3.59,1375758.9830177154
3.6,1375113.9385173141
3.61,1374469.191804874
3.62,1373824.7427432924
3.63,1373180.591195532
3.64,1372536.7370246132
3.65,1371893.1800936267
3.66,1371249.92026572
3.67,1370606.957404107
3.68,1369964.2913720626
3.69,1369321.9220329279
3.7,1368679.8492501015
3.71,1368038.0728870512
3.72,1367396.5928073032
3.73,1366755.4088744472
3.74,1366114.520952138
3.75,1365473.9289040896
3.76,1364833.6325940816
3.77,1364193.6318859565
3.78,1363553.926643617
3.79,1362914.5167310305
3.8,1362275.402012226
3.81,1361636.582351297
3.82,1360998.0576123951
3.83,1360359.827659741
3.84,1359721.8923576118
3.85,1359084.2515703503
3.86,1358446.905162362
3.87,1357809.8529981142
3.88,1357173.0949421334
3.89,1356536.6308590148
3.9,1355900.4606134107
3.91,1355264.5840700383
3.92,1354629.0010936756
3.93,1353993.711549165
3.94,1353358.7153014087
3.95,1352724.0122153726
3.96,1352089.602156084
3.97,1351455.4849886335
3.98,1350821.6605781715
3.99,1350188.1287899122
4.0,1349554.8894891338
4.01,1348921.9425411727
4.02,1348289.2878114283
4.03,1347656.9251653638
4.04,1347024.8544685026
4.05,1346393.075586431
4.06,1345761.588384797
4.07,1345130.3927293094
4.08,1344499.4884857405
4.09,1343868.875519923
4.1,1343238.5536977528
4.11,1342608.5228851852
4.12,1341978.7829482402
4.13,1341349.3337529975
4.14,1340720.1751655997
4.15,1340091.3070522482
4.16,1339462.729279209
4.17,1338834.441712811
4.18,1338206.4442194395
4.19,1337578.7366655455
4.2,1336951.3189176398
4.21,1336324.1908422955
4.22,1335697.352306147
4.23,1335070.80317589
4.24,1334444.543318279
4.25,1333818.5726001356
4.26,1333192.8908883373
4.27,1332567.4980498252
4.28,1331942.3939516023
4.29,1331317.5784607318
4.3,1330693.0514443375
4.31,1330068.8127696055
4.32,1329444.862303782
4.33,1328821.199914177
4.34,1328197.8254681577
4.35,1327574.738833154
4.36,1326951.939876659
4.37,1326329.428466225
4.38,1325707.2044694638
4.39,1325085.267754049
4.4,1324463.6181877162
4.41,1323842.2556382637
4.42,1323221.1799735462
4.43,1322600.3910614806
4.44,1321979.8887700476
4.45,1321359.6729672842
4.46,1320739.7435212932
4.47,1320120.1003002333
4.48,1319500.7431723264
4.49,1318881.6720058555
4.5,1318262.8866691617
4.51,1317644.3870306506
4.52,1317026.1729587847
4.53,1316408.2443220895
4.54,1315790.6009891485
4.55,1315173.2428286094
4.56,1314556.1697091765
4.57,1313939.3814996178
4.58,1313322.8780687603
4.59,1312706.65928549
4.6,1312090.725018756
4.61,1311475.075137565
4.62,1310859.7095109858
4.63,1310244.6280081482
4.64,1309629.83049824
4.65,1309015.3168505118
4.66,1308401.08693427
4.67,1307787.1406188877
4.68,1307173.4777737919
4.69,1306560.098268474
4.7,1305947.0019724823
4.71,1305334.1887554291
4.72,1304721.6584869823
4.73,1304109.4110368718
4.74,1303497.4462748885
4.75,1302885.7640708832
4.76,1302274.3642947641
4.77,1301663.2468165013
4.78,1301052.4115061255
4.79,1300441.858233724
4.8,1299831.586869449
4.81,1299221.5972835065
4.82,1298611.8893461672
4.83,1298002.462927759
4.84,1297393.3178986714
4.85,1296784.4541293494
4.86,1296175.871490304
4.87,1295567.5698521007
4.88,1294959.5490853656
4.89,1294351.8090607857
4.9,1293744.3496491073
4.91,1293137.170721136
4.92,1292530.272147735
4.93,1291923.653799831
4.94,1291317.3155484067
4.95,1290711.257264505
4.96,1290105.4788192282
4.97,1289499.9800837382
4.98,1288894.7609292578
4.99,1288289.8212270655
5.0,1287685.160848502
5.01,1287080.7796649672
5.02,1286476.677547918
5.03,1285872.8543688706
5.04,1285269.3099994047
5.05,1284666.0443111546
5.06,1284063.0571758144
5.07,1283460.3484651386
5.08,1282857.9180509395
5.09,1282255.7658050903
5.1,1281653.8915995208
5.11,1281052.2953062213
5.12,1280450.9767972413
5.13,1279849.9359446869
5.14,1279249.1726207267
5.15,1278648.6866975843
5.16,1278048.4780475458
5.17,1277448.5465429528
5.18,1276848.8920562074
5.19,1276249.514459771
5.2,1275650.413626163
5.21,1275051.5894279603
5.22,1274453.0417378012
5.23,1273854.7704283805
5.24,1273256.775372452
5.25,1272659.0564428284
5.26,1272061.6135123805
5.27,1271464.4464540372
5.28,1270867.5551407891
5.29,1270270.93944568
5.3,1269674.5992418178
5.31,1269078.5344023646
5.32,1268482.7448005422
5.33,1267887.230309631
5.34,1267291.9908029682
5.35,1266697.0261539537
5.36,1266102.336236042
5.37,1265507.9209227469
5.38,1264913.7800876372
5.39,1264319.9136043445
5.4,1263726.321346559
5.41,1263133.003188024
5.42,1262539.959002546
5.43,1261947.188663988
5.44,1261354.6920462672
5.45,1260762.469023366
5.46,1260170.5194693198
5.47,1259578.843258222
5.48,1258987.4402642273
5.49,1258396.3103615458
5.5,1257805.453424445
5.51,1257214.8693272513
5.52,1256624.5579443506
5.53,1256034.5191501838
5.54,1255444.7528192508
5.55,1254855.2588261093
5.56,1254266.037045375
5.57,1253677.0873517217
5.58,1253088.4096198794
5.59,1252500.003724637
5.6,1251911.869540841
5.61,1251324.006943394
5.62,1250736.4158072586
5.63,1250149.0960074542
5.64,1249562.0474190558
5.65,1248975.2699171987
5.66,1248388.7633770735
5.67,1247802.5276739318
5.68,1247216.5626830764
5.69,1246630.868279873
5.7,1246045.4443397427
5.71,1245460.2907381651
5.72,1244875.4073506752
5.73,1244290.7940528656
5.74,1243706.4507203882
5.75,1243122.3772289497
5.76,1242538.5734543148
5.77,1241955.039272308
5.78,1241371.7745588063
5.79,1240788.779189748
5.8,1240206.0530411245
5.81,1239623.5959889898
5.82,1239041.4079094483
5.83,1238459.4886786677
5.84,1237877.838172868
5.85,1237296.4562683282
5.86,1236715.3428413859
5.87,1236134.4977684317
5.88,1235553.9209259173
5.89,1234973.6121903476
5.9,1234393.571438286
5.91,1233813.7985463548
5.92,1233234.2933912284
5.93,1232655.0558496427
5.94,1232076.0857983886
5.95,1231497.3831143104
5.96,1230918.947674316
5.97,1230340.779355364
5.98,1229762.8780344718
5.99,1229185.2435887142
6.0,1228607.8758952203
6.01,1228030.7748311793
6.02,1227453.9402738335
6.03,1226877.3721004839
6.04,1226301.0701884858
6.05,1225725.0344152555
6.06,1225149.2646582585
6.07,1224573.7607950245
6.08,1223998.522703134
6.09,1223423.5502602253
6.1,1222848.8433439955
6.11,1222274.4018321952
6.12,1221700.2256026317
6.13,1221126.3145331691
6.14,1220552.6685017268
6.15,1219979.287386284
6.16,1219406.1710648707
6.17,1218833.3194155772
6.18,1218260.732316547
6.19,1217688.4096459814
6.2,1217116.3512821395
6.21,1216544.5571033321
6.22,1215973.0269879296
6.23,1215401.760814357
6.24,1214830.7584610947
6.25,1214260.0198066807
6.26,1213689.5447297082
6.27,1213119.3331088258
6.28,1212549.384822738
6.29,1211979.6997502046
6.3,1211410.2777700443
6.31,1210841.1187611276
6.32,1210272.222602384
6.33,1209703.5891727959
6.34,1209135.2183514033
6.35,1208567.110017302
6.36,1207999.264049642
6.37,1207431.6803276292
6.38,1206864.3587305278
6.39,1206297.2991376545
6.4,1205730.501428381
6.41,1205163.9654821388
6.42,1204597.6911784115
6.43,1204031.678396737
6.44,1203465.9270167123
6.45,1202900.4369179881
6.46,1202335.2079802707
6.47,1201770.2400833212
6.48,1201205.533106956
6.49,1200641.086931048
6.5,1200076.9014355238
6.51,1199512.976500368
6.52,1198949.312005617
6.53,1198385.9078313648
6.54,1197822.7638577602
6.55,1197259.8799650057
6.56,1196697.2560333617
6.57,1196134.891943141
6.58,1195572.7875747134
6.59,1195010.942808503
6.6,1194449.3575249882
6.61,1193888.0316047037
6.62,1193326.9649282403
6.63,1192766.157376239
6.64,1192205.6088294026
6.65,1191645.3191684822
6.66,1191085.2882742896
6.67,1190525.5160276855
6.68,1189966.002309592
6.69,1189406.7470009802
6.7,1188847.7499828793
6.71,1188289.0111363716
6.72,1187730.530342598
6.73,1187172.3074827474
6.74,1186614.3424380703
6.75,1186056.6350898668
6.76,1185499.1853194935
6.77,1184941.9930083624
6.78,1184385.0580379402
6.79,1183828.3802897457
6.8,1183271.959645354
6.81,1182715.7959863965
6.82,1182159.889194555
6.83,1181604.2391515712
6.84,1181048.845739234
6.85,1180493.7088393937
6.86,1179938.8283339506
6.87,1179384.2041048615
6.88,1178829.836034138
6.89,1178275.7240038437
6.9,1177721.8678960965
6.91,1177168.2675930727
6.92,1176614.9229769981
6.93,1176061.8339301557
6.94,1175509.0003348808
6.95,1174956.422073563
6.96,1174404.0990286486
6.97,1173852.0310826346
6.98,1173300.2181180753
6.99,1172748.6600175754
7.0,1172197.3566637977
7.01,1171646.307939455
7.02,1171095.5137273173
7.03,1170544.9739102074
7.04,1169994.6883710024
7.05,1169444.6569926317
7.06,1168894.8796580809
7.07,1168345.356250388
7.08,1167796.0866526465
7.09,1167247.070748
7.1,1166698.308419651
7.11,1166149.7995508516
7.12,1165601.5440249103
7.13,1165053.5417251878
7.14,1164505.7925350983
7.15,1163958.2963381114
7.16,1163411.0530177495
7.17,1162864.0624575869
7.18,1162317.3245412551
7.19,1161770.839152436
7.2,1161224.6061748662
7.21,1160678.6254923358
7.22,1160132.896988689
7.23,1159587.4205478225
7.24,1159042.1960536868
7.25,1158497.2233902854
7.26,1157952.502441677
7.27,1157408.0330919717
7.28,1156863.8152253332
7.29,1156319.8487259801
7.3,1155776.133478182
7.31,1155232.6693662629
7.32,1154689.456274602
7.33,1154146.4940876286
7.34,1153603.7826898254
7.35,1153061.3219657307
7.36,1152519.111799935
7.37,1151977.152077081
7.38,1151435.4426818648
7.39,1150893.9834990362
7.4,1150352.7744133978
7.41,1149811.815309805
7.42,1149271.1060731672
7.43,1148730.6465884447
7.44,1148190.4367406517
7.45,1147650.476414858
7.46,1147110.765496181
7.47,1146571.3038697971
7.48,1146032.0914209299
7.49,1145493.1280348604
7.5,1144954.4135969183
7.51,1144415.9479924906
7.52,1143877.7311070135
7.53,1143339.7628259764
7.54,1142802.0430349242
7.55,1142264.5716194503
7.56,1141727.348465204
7.57,1141190.373457886
7.58,1140653.6464832514
7.59,1140117.167427104
7.6,1139580.9361753026
7.61,1139044.9526137598
7.62,1138509.2166284395
7.63,1137973.7281053567
7.64,1137438.4869305806
7.65,1136903.4929902335
7.66,1136368.7461704877
7.67,1135834.2463575695
7.68,1135299.9934377582
7.69,1134765.987297384
7.7,1134232.2278228297
7.71,1133698.7149005316
7.72,1133165.4484169767
7.73,1132632.428258706
7.74,1132099.6543123114
7.75,1131567.1264644358
7.76,1131034.8446017785
7.77,1130502.8086110859
7.78,1129971.0183791602
7.79,1129439.473792855
7.8,1128908.1747390747
7.81,1128377.121104777
7.82,1127846.3127769704
7.83,1127315.7496427174
7.84,1126785.43158913
7.85,1126255.3585033752
7.86,1125725.530272668
7.87,1125195.94678428
7.88,1124666.6079255312
7.89,1124137.5135837947
7.9,1123608.6636464945
7.91,1123080.0580011078
7.92,1122551.6965351645
7.93,1122023.5791362424
7.94,1121495.7056919755
7.95,1120968.0760900467
7.96,1120440.6902181918
7.97,1119913.5479641971
7.98,1119386.649215902
7.99,1118859.9938611973
8.0,1118333.5817880258
8.01,1117807.4128843783
8.02,1117281.4870383034
8.03,1116755.8041378963
8.04,1116230.3640713051
8.05,1115705.1667267294
8.06,1115180.211992422
8.07,1114655.499756685
8.08,1114131.0299078713
8.09,1113606.802334388
8.1,1113082.8169246921
8.11,1112559.073567291
8.12,1112035.5721507438
8.13,1111512.3125636633
8.14,1110989.2946947105
8.15,1110466.5184326
8.16,1109943.9836660952
8.17,1109421.690284013
8.18,1108899.63817522
8.19,1108377.8272286346
8.2,1107856.2573332265
8.21,1107334.928378016
8.22,1106813.840252076
8.23,1106292.9928445276
8.24,1105772.3860445456
8.25,1105252.0197413536
8.26,1104731.8938242292
8.27,1104212.0081824984
8.28,1103692.362705539
8.29,1103172.95728278
8.3,1102653.7918037008
8.31,1102134.866157831
8.32,1101616.1802347535
8.33,1101097.7339241
8.34,1100579.5271155532
8.35,1100061.5596988467
8.36,1099543.8315637666
8.37,1099026.342600146
8.38,1098509.0926978723
8.39,1097992.0817468828
8.4,1097475.3096371642
8.41,1096958.776258754
8.42,1096442.4815017418
8.43,1095926.425256267
8.44,1095410.6074125192
8.45,1094895.0278607386
8.46,1094379.6864912163
8.47,1093864.583194294
8.48,1093349.7178603637
8.49,1092835.0903798677
8.5,1092320.7006432996
8.51,1091806.548541202
8.52,1091292.633964169
8.53,1090778.9568028443
8.54,1090265.5169479235
8.55,1089752.3142901494
8.56,1089239.3487203182
8.57,1088726.620129276
8.58,1088214.128407918
8.59,1087701.8734471889
8.6,1087189.855138086
8.61,1086678.0733716553
8.62,1086166.5280389925
8.63,1085655.2190312457
8.64,1085144.1462396104
8.65,1084633.3095553329
8.66,1084122.7088697113
8.67,1083612.3440740923
8.68,1083102.2150598734
8.69,1082592.321718499
8.7,1082082.6639414693
8.71,1081573.2416203283
8.72,1081064.054646675
8.73,1080555.1029121547
8.74,1080046.386308465
8.75,1079537.9047273519
8.76,1079029.658060611
8.77,1078521.64620009
8.78,1078013.8690376843
8.79,1077506.3264653385
8.8,1076999.0183750493
8.81,1076491.944658861
8.82,1075985.1052088696
8.83,1075478.4999172196
8.84,1074972.128676104
8.85,1074465.9913777672
8.86,1073960.0879145034
8.87,1073454.4181786543
8.88,1072948.9820626136
8.89,1072443.7794588236
8.9,1071938.810259776
8.91,1071434.0743580111
8.92,1070929.5716461206
8.93,1070425.3020167437
8.94,1069921.2653625708
8.95,1069417.461576341
8.96,1068913.8905508418
8.97,1068410.5521789123
8.98,1067907.4463534371
8.99,1067404.5729673554
9.0,1066901.9319136515
9.01,1066399.5230853602
9.02,1065897.3463755657
9.03,1065395.4016774031
9.04,1064893.688884052
9.05,1064392.2078887476
9.06,1063890.958584768
9.07,1063389.9408654445
9.08,1062889.1546241574
9.09,1062388.5997543335
9.1,1061888.2761494496
9.11,1061388.1837030342
9.12,1060888.3223086619
9.13,1060388.6918599564
9.14,1059889.2922505925
9.15,1059390.1233742912
9.16,1058891.1851248252
9.17,1058392.477396013
9.18,1057894.0000817252
9.19,1057395.753075879
9.2,1056897.7362724426
9.21,1056399.9495654297
9.22,1055902.392848906
9.23,1055405.0660169846
9.24,1054907.9689638265
9.25,1054411.101583644
9.26,1053914.4637706946
9.27,1053418.0554192886
9.28,1052921.8764237815
9.29,1052425.9266785784
9.3,1051930.2060781345
9.31,1051434.7145169508
9.32,1050939.4518895799
9.33,1050444.418090621
9.34,1049949.6130147232
9.35,1049455.0365565817
9.36,1048960.6886109428
9.37,1048466.5690726005
9.38,1047972.6778363957
9.39,1047479.0147972205
9.4,1046985.579850013
9.41,1046492.3728897604
9.42,1045999.3938114992
9.43,1045506.6425103131
9.44,1045014.118881334
9.45,1044521.8228197425
9.46,1044029.7542207686
9.47,1043537.9129796888
9.48,1043046.2989918278
9.49,1042554.9121525603
9.5,1042063.752357306
9.51,1041572.8195015372
9.52,1041082.1134807707
9.53,1040591.6341905723
9.54,1040101.3815265575
9.55,1039611.3553843867
9.56,1039121.5556597724
9.57,1038631.9822484709
9.58,1038142.6350462885
9.59,1037653.5139490812
9.6,1037164.6188527503
9.61,1036675.9496532457
9.62,1036187.5062465654
9.63,1035699.2885287554
9.64,1035211.2963959103
9.65,1034723.5297441705
9.66,1034235.9884697268
9.67,1033748.672468815
9.68,1033261.5816377221
9.69,1032774.7158727789
9.7,1032288.0750703668
9.71,1031801.6591269142
9.72,1031315.467938897
9.73,1030829.5014028382
9.74,1030343.7594153092
9.75,1029858.2418729296
9.76,1029372.9486723654
9.77,1028887.8797103309
9.78,1028403.0348835865
9.79,1027918.4140889429
9.8,1027434.0172232556
9.81,1026949.8441834287
9.82,1026465.8948664144
9.83,1025982.1691692122
9.84,1025498.6669888678
9.85,1025015.3882224745
9.86,1024532.3327671748
9.87,1024049.5005201567
9.88,1023566.891378656
9.89,1023084.5052399563
9.9,1022602.3420013872
9.91,1022120.4015603283
9.92,1021638.6838142036
9.93,1021157.188660485
9.94,1020675.9159966919
9.95,1020194.8657203924
9.96,1019714.0377291995
9.97,1019233.4319207736
9.98,1018753.0481928242
9.99,1018272.8864431053
10.0,1017792.9465694192
10.01,1017313.2284696164
10.02,1016833.7320415918
10.03,1016354.457183291
10.04,1015875.4037927011
10.05,1015396.5717678621
10.06,1014917.9610068571
10.07,1014439.5714078182
10.08,1013961.4028689227
10.09,1013483.455288395
10.1,1013005.7285645098
10.11,1012528.2225955825
10.12,1012050.9372799798
10.13,1011573.8725161145
10.14,1011097.0282024458
10.15,1010620.4042374785
10.16,1010144.0005197667
10.17,1009667.8169479076
10.18,1009191.8534205479
10.19,1008716.1098363824
10.2,1008240.5860941475
10.21,1007765.2820926295
10.22,1007290.197730663
10.23,1006815.3329071249
10.24,1006340.687520942
10.25,1005866.261471086
10.26,1005392.0546565764
10.27,1004918.066976477
10.28,1004444.2983299004
10.29,1003970.7486160041
10.3,1003497.4177339929
10.31,1003024.3055831185
10.32,1002551.4120626769
10.33,1002078.7370720126
10.34,1001606.2805105163
10.35,1001134.042277623
10.36,1000662.0222728169
10.37,1000190.2203956253
10.38,999718.6365456241
10.39,999247.2706224356
10.4,998776.1225257263
10.41,998305.1921552098
10.42,997834.4794106482
10.43,997363.984191846
10.44,996893.7063986554
10.45,996423.6459309753
10.46,995953.8026887514
10.47,995484.1765719717
10.48,995014.7674806755
10.49,994545.5753149434
10.5,994076.5999749057
10.51,993607.8413607356
10.52,993139.2993726541
10.53,992670.9739109287
10.54,992202.8648758719
10.55,991734.9721678408
10.56,991267.2956872407
10.57,990799.8353345207
10.58,990332.591010178
10.59,989865.5626147534
10.6,989398.7500488348
10.61,988932.1532130556
10.62,988465.7720080948
10.63,987999.6063346775
10.64,987533.6560935745
10.65,987067.9211856002
10.66,986602.4015116184
10.67,986137.0969725368
10.68,985672.0074693067
10.69,985207.1329029282
10.7,984742.4731744453
10.71,984278.0281849484
10.72,983813.7978355719
10.73,983349.782027497
10.74,982885.980661952
10.75,982422.393640206
10.76,981959.0208635782
10.77,981495.8622334307
10.78,981032.9176511724
10.79,980570.1870182558
10.8,980107.6702361808
10.81,979645.3672064923
10.82,979183.277830779
10.83,978721.4020106766
10.84,978259.7396478642
10.85,977798.2906440686
10.86,977337.0549010601
10.87,976876.0323206553
10.88,976415.2228047149
10.89,975954.6262551451
10.9,975494.2425738975
10.91,975034.0716629707
10.92,974574.1134244031
10.93,974114.3677602849
10.94,973654.8345727472
10.95,973195.5137639659
10.96,972736.4052361641
10.97,972277.5088916096
10.98,971818.8246326132
10.99,971360.3523615327
